0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
41, Private,73133, HS-grad,7, Married-AF-spouse, Other-service, Own-child, White, Male,25,2,6, United-States, >50K
25, Private,183022, Bachelors,9, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,12,3,21, United-States, <=50K
23, ?,138217, HS-grad,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-42,4,59, United-States, <=50K
39, Private,50014, HS-grad,9, Never-married, Machine-op-inspct, Husband, White, Male,106,2,40, Jamaica, <=50K
38, ?,98914, HS-grad,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,-33,7,51, Hong, <=50K
38, ?,40665, HS-grad,10, Married-spouse-absent, ?, Unmarried, Amer-Indian-Eskimo, Female,-15,7,57, United-States, <=50K
57, Without-pay,236634, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,13,5,37, United-States, <=50K
26, Self-emp-not-inc,208343, 12th,13, Divorced, Prof-specialty, Not-in-family, White, Male,-82,5,54, South, <=50K
36, Private,339097, HS-grad,10, Married-civ-spouse, Priv-house-serv, Other-relative, White, Male,131,3078,40, United-States, <=50K
20, Private,64738, HS-grad,10, Never-married, Machine-op-inspct, Not-in-family, Black, Male,5528,2,40, United-States, <=50K
24, Federal-gov,120696, Prof-school,10, Divorced, Other-service, Not-in-family, White, Female,-124,2294,49, United-States, <=50K
35, Private,502160, HS-grad,7, Never-married, Tech-support, Other-relative, White, Male,-42,-1,40, United-States, >50K
39, Private,90275, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-103,-3,40, United-States, <=50K
41, Local-gov,214558, Prof-school,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,-35,4,40, Columbia, >50K
56, Federal-gov,235493, 12th,10, Never-married, Sales, Unmarried, White, Female,-48,4,40, United-States, <=50K
29, Private,290172, 11th,14, Never-married, Adm-clerical, Unmarried, White, Male,50,5,40, Peru, <=50K
18, Private,149693, Some-college,13, Divorced, ?, Husband, White, Male,-47,3,38, United-States, >50K
37, Local-gov,258021, 7th-8th,11, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,93,5,31, United-States, >50K
16, Self-emp-inc,194866, HS-grad,5, Never-married, Protective-serv, Unmarried, White, Female,-98,-2,40, Japan, <=50K
18, Private,80185, HS-grad,9, Never-married, ?, Unmarried, White, Male,-59,6,51, United-States, <=50K
15, State-gov,99559, Bachelors,9, Divorced, Prof-specialty, Other-relative, White, Male,-91,8,40, Dominican-Republic, <=50K
18, Private,251696, Bachelors,5, Never-married, Tech-support, Wife, White, Male,-64,6,35, United-States, <=50K
30, ?,204670, Assoc-voc,9, Married-civ-spouse, Protective-serv, Husband, White, Male,-108,3,43, Canada, >50K
25, Private,230391, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,-64,7,40, United-States, <=50K
19, State-gov,307147, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Female,-25,1,64, Guatemala, <=50K
22, Private,358121, Some-college,6, Never-married, Sales, Husband, White, Female,23,2,63, United-States, <=50K
53, Self-emp-not-inc,199576, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-55,1,17, Taiwan, >50K
45, Private,91567, Some-college,6, Married-civ-spouse, Other-service, Wife, White, Female,6759,2166,40, United-States, <=50K
17, Self-emp-not-inc,76091, Some-college,14, Divorced, Protective-serv, Husband, White, Female,-105,1894,40, United-States, <=50K
43, Self-emp-not-inc,52824, Doctorate,7, Married-civ-spouse, Prof-specialty, Own-child, White, Female,-86,5,40, Nicaragua, <=50K
35, Private,190813, 10th,13, Married-civ-spouse, Tech-support, Not-in-family, White, Male,-95,-1,51, United-States, <=50K
45, Federal-gov,351043, 9th,5, Never-married, ?, Unmarried, Black, Male,4,1859,40, Holand-Netherlands, >50K
36, Private,175520, Assoc-acdm,9, Never-married, Farming-fishing, Unmarried, White, Female,-122,4,51, United-States, <=50K
27, Federal-gov,123506, Bachelors,6, Married-civ-spouse, Sales, Wife, White, Male,-33,4,40, Canada, >50K
50, Private,184704, Bachelors,7, Never-married, ?, Husband, White, Male,-101,1,40, ?, >50K
29, State-gov,54176, Some-college,9, Married-civ-spouse, Sales, Own-child, Other, Male,26,1,36, Hungary, <=50K
15, Self-emp-not-inc,268665, Assoc-acdm,10, Separated, Sales, Own-child, White, Male,-98,2,49, United-States, <=50K
64, Self-emp-not-inc,399652, 7th-8th,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,-72,-1,62, United-States, >50K
27, Private,39441, Preschool,10, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,-88,8,52, United-States, <=50K
25, Private,94479, 1st-4th,14, Never-married, Sales, Not-in-family, White, Male,-117,0,40, Canada, >50K
53, Private,189869, 12th,9, Divorced, Adm-clerical, Husband, White, Female,-86,5,40, Trinadad&Tobago, <=50K
17, Private,205821, 12th,13, Married-civ-spouse, Tech-support, Husband, White, Male,2800,1,57, United-States, <=50K
22, Private,98287, Assoc-voc,6, Married-civ-spouse, Tech-support, Not-in-family, White, Female,-78,4,40, United-States, <=50K
49, Without-pay,204836, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male,59,-5,52, Scotland, >50K
19, Private,332236, Masters,6, Never-married, Farming-fishing, Not-in-family, White, Male,-94,5,36, United-States, <=50K
50, Private,304425, Some-college,9, Divorced, Craft-repair, Not-in-family, White, Female,-33,0,40, India, <=50K
18, Private,199647, HS-grad,7, Married-spouse-absent, Other-service, Not-in-family, White, Female,-38,7,55, India, <=50K
29, Federal-gov,45591, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Female,-91,0,56, France, <=50K
36, Self-emp-not-inc,200360, 1st-4th,14, Married-civ-spouse, Tech-support, Husband, Black, Female,-86,3,49, United-States, >50K
37, Private,172153, 9th,4, Married-civ-spouse, Craft-repair, Own-child, White, Male,2,7,40, United-States, >50K
32, Federal-gov,47880, HS-grad,17, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,-125,6,40, United-States, <=50K
37, Private,200291, Some-college,12, Divorced, Prof-specialty, Husband, White, Male,32,2,40, Thailand, <=50K
41, Self-emp-not-inc,341329, Some-college,12, Married-civ-spouse, Transport-moving, Husband, White, Male,-48,5,40, Nicaragua, <=50K
56, State-gov,252178, Some-college,14, Divorced, Craft-repair, Own-child, White, Male,-65,-1,50, United-States, <=50K
44, Private,197266, Doctorate,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,16811,4,62, Puerto-Rico, >50K
28, Private,172590, Some-college,14, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,11,6,40, United-States, <=50K
40, ?,441506, Assoc-acdm,10, Married-civ-spouse, Armed-Forces, Husband, White, Male,-89,0,40, United-States, >50K
19, Private,287262, Masters,13, Married-civ-spouse, ?, Not-in-family, White, Female,-80,2321,40, United-States, <=50K
59, ?,313009, 7th-8th,6, Never-married, ?, Own-child, White, Male,-27,4,32, Laos, <=50K
17, Self-emp-not-inc,242916, 11th,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-4,7,61, United-States, <=50K
37, Self-emp-not-inc,210231, 5th-6th,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,-129,-3,13, United-States, >50K
19, Private,210533, Preschool,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,-68,2,44, United-States, >50K
19, Federal-gov,189045, HS-grad,11, Divorced, Exec-managerial, Unmarried, White, Female,-35,2,40, United-States, <=50K
44, Private,267550, Some-college,10, Married-spouse-absent, Exec-managerial, Other-relative, Other, Female,96,0,36, United-States, <=50K
37, Private,97131, Some-college,6, Never-married, Exec-managerial, Own-child, Black, Female,-104,3,49, United-States, <=50K
31, Private,217768, Some-college,11, Never-married, Other-service, Not-in-family, White, Female,-54,6,40, United-States, >50K
22, Private,126305, Assoc-acdm,9, Never-married, Sales, Other-relative, White, Female,-126,4,34, United-States, <=50K
15, Private,259486, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-5,0,40, United-States, <=50K
30, Private,257366, HS-grad,9, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,-24,2,57, United-States, <=50K
50, Self-emp-not-inc,207707, Some-college,4, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-60,3,40, United-States, <=50K
45, Private,157720, Masters,9, Married-civ-spouse, Tech-support, Not-in-family, White, Male,-121,-1,40, South, <=50K
14, Private,209892, HS-grad,9, Never-married, Other-service, Husband, White, Male,-82,3,51, United-States, <=50K
27, Local-gov,216984, 9th,6, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,-125,5,38, United-States, <=50K
24, ?,112744, 1st-4th,2, Married-civ-spouse, Prof-specialty, Husband, White, Male,6650,2,40, Guatemala, <=50K
17, Private,242303, 5th-6th,9, Married-civ-spouse, Adm-clerical, Husband, White, Female,-122,1,43, United-States, <=50K
22, Private,194177, Doctorate,14, Married-spouse-absent, Adm-clerical, Own-child, White, Female,-91,-3,56, United-States, <=50K
31, Private,407300, 9th,10, Never-married, Farming-fishing, Not-in-family, Black, Female,18,4,40, Mexico, <=50K
31, Private,105057, HS-grad,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,44,1,40, United-States, <=50K
35, Never-worked,39710, 7th-8th,5, Married-civ-spouse, Sales, Husband, White, Male,-129,-1,40, United-States, >50K
30, State-gov,330799, Some-college,13, Married-civ-spouse, ?, Husband, White, Male,46,6,60, Mexico, <=50K
36, Private,104243, Bachelors,14, Never-married, Prof-specialty, Husband, Black, Male,-99,-1,40, United-States, >50K
32, Private,231628, Assoc-acdm,10, Never-married, Adm-clerical, Husband, Black, Male,23,4,40, United-States, <=50K
52, Private,188830, Some-college,4, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,-58,3,26, United-States, <=50K
29, Private,203814, Bachelors,7, Divorced, Other-service, Not-in-family, White, Male,-92,1970,36, United-States, <=50K
20, Private,321293, Doctorate,6, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,75,6,40, United-States, <=50K
36, Self-emp-not-inc,262981, Some-college,16, Married-civ-spouse, Sales, Not-in-family, White, Male,-76,6,57, United-States, >50K
17, Private,231902, HS-grad,10, Never-married, Prof-specialty, Own-child, White, Female,-91,3,43, United-States, <=50K
14, Private,116481, Some-college,8, Never-married, Transport-moving, Unmarried, Black, Female,-83,4,40, United-States, <=50K
57, Local-gov,173654, Preschool,14, Divorced, Farming-fishing, Other-relative, White, Female,-25,1706,29, Mexico, <=50K
40, Private,436794, Some-college,7, Married-civ-spouse, Other-service, Other-relative, White, Female,-52,1,49, United-States, <=50K
47, Federal-gov,164379, Assoc-acdm,7, Divorced, Transport-moving, Other-relative, Black, Male,-3,1,58, South, >50K
41, Private,216279, Masters,3, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,44,3087,40, Guatemala, <=50K
38, Private,240998, HS-grad,9, Divorced, Exec-managerial, Wife, White, Female,4105,1,40, United-States, <=50K
47, Private,78765, 12th,10, Married-civ-spouse, Sales, Unmarried, White, Male,-98,3,40, United-States, <=50K
37, Private,179279, HS-grad,11, Married-civ-spouse, Prof-specialty, Own-child, White, Male,70,-3,40, United-States, <=50K
22, Private,342066, HS-grad,14, Married-civ-spouse, Protective-serv, Unmarried, Other, Female,-97,3,40, United-States, <=50K
39, Private,187847, HS-grad,14, Divorced, ?, Husband, Asian-Pac-Islander, Male,-15,6,52, United-States, <=50K
29, ?,420199, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,-51,1,40, China, >50K
20, Private,201196, 11th,7, Married-civ-spouse, Other-service, Unmarried, Black, Female,-20,3,17, United-States, <=50K
69, Private,74657, Some-college,9, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,-85,1,28, United-States, >50K
35, Private,250449, HS-grad,10, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,-85,3,49, United-States, <=50K
39, Private,242834, HS-grad,4, Never-married, Other-service, Husband, White, Male,6649,3,36, United-States, <=50K
41, Private,307618, HS-grad,6, Widowed, Prof-specialty, Wife, White, Male,-34,5,40, India, <=50K
34, Self-emp-not-inc,247657, HS-grad,13, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,-26,3,61, United-States, >50K
42, Self-emp-not-inc,77811, Assoc-voc,10, Widowed, Transport-moving, Unmarried, White, Female,-82,4,55, ?, <=50K
39, Local-gov,301660, 7th-8th,9, Married-civ-spouse, ?, Not-in-family, White, Male,-79,2,40, United-States, <=50K
36, Private,62449, Some-college,3, Divorced, Adm-clerical, Husband, White, Male,30,-1,40, United-States, >50K
40, Local-gov,82521, 10th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,-81,7,8, United-States, <=50K
30, State-gov,123658, 7th-8th,7, Married-civ-spouse, Protective-serv, Wife, White, Female,-114,0,24, United-States, <=50K
18, Private,357065, 5th-6th,14, Never-married, Adm-clerical, Husband, White, Male,8,1,40, United-States, >50K
33, Private,24355, Some-college,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,-27,0,40, United-States, <=50K
36, Private,231668, Assoc-acdm,13, Separated, Machine-op-inspct, Own-child, White, Male,-77,5,40, France, <=50K
57, Never-worked,351222, Bachelors,9, Married-civ-spouse, Other-service, Husband, White, Male,54,2,43, United-States, <=50K
37, Private,299845, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,79,1,40, United-States, <=50K
47, Self-emp-not-inc,326501, Bachelors,7, Married-civ-spouse, ?, Not-in-family, White, Male,-48,1758,38, United-States, <=50K
48, Private,274561, Some-college,10, Married-civ-spouse, Other-service, Not-in-family, White, Female,26,7,40, United-States, <=50K
18, Private,230789, 5th-6th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,-31,8,40, United-States, <=50K
32, Private,263748, Bachelors,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-82,0,54, United-States, <=50K
35, State-gov,128035, HS-grad,6, Married-civ-spouse, Craft-repair, Unmarried, White, Male,-26,-1,46, United-States, <=50K
40, Federal-gov,316076, Assoc-voc,10, Never-married, Exec-managerial, Unmarried, White, Female,0,4,31, United-States, >50K
18, Private,307392, HS-grad,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,7246,2458,40, United-States, <=50K
36, Private,101984, Assoc-acdm,11, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,49,6,34, United-States, <=50K
45, Private,285692, Doctorate,9, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,8285,5,40, Haiti, <=50K
42, Private,222978, Bachelors,9, Never-married, Craft-repair, Husband, White, Male,38,4,16, United-States, <=50K
21, Private,343832, HS-grad,10, Separated, Farming-fishing, Own-child, White, Female,-13,0,33, United-States, <=50K
20, Private,251098, Masters,9, Divorced, Handlers-cleaners, Husband, White, Male,-32,4,40, United-States, >50K
42, Private,208926, HS-grad,13, Never-married, Adm-clerical, Unmarried, Other, Female,-10,0,40, Mexico, <=50K
30, Private,173055, HS-grad,6, Married-civ-spouse, ?, Husband, Black, Female,-35,-1,30, United-States, <=50K
57, ?,166069, Bachelors,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,39,0,40, United-States, <=50K
34, Federal-gov,164598, 11th,11, Married-AF-spouse, Exec-managerial, Husband, White, Male,-112,2,40, China, <=50K
19, Private,293116, Masters,10, Divorced, Adm-clerical, Unmarried, White, Male,-64,2231,44, United-States, >50K
37, Local-gov,89158, 10th,9, Never-married, Craft-repair, Husband, White, Female,-23,3074,40, United-States, >50K
41, Private,76404, HS-grad,15, Divorced, Tech-support, Not-in-family, White, Male,27,4,51, United-States, <=50K
31, Private,351003, 11th,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,-87,1,35, United-States, >50K
30, Private,135901, Some-college,9, Divorced, Adm-clerical, Wife, White, Female,21,8,40, South, <=50K
45, Private,183185, HS-grad,10, Separated, Craft-repair, Not-in-family, White, Female,0,7,40, Philippines, >50K
41, Private,329248, Masters,9, Widowed, Prof-specialty, Own-child, White, Male,-73,2,40, United-States, >50K
19, Self-emp-inc,217424, Masters,9, Never-married, Handlers-cleaners, Unmarried, White, Female,-78,1,49, United-States, <=50K
51, Federal-gov,188581, HS-grad,10, Married-AF-spouse, ?, Husband, White, Male,-100,6,37, United-States, >50K
31, Private,170667, Preschool,14, Married-civ-spouse, Sales, Husband, White, Female,2380,-1,40, United-States, <=50K
16, Private,163889, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-2,1,40, United-States, >50K
26, Private,45560, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-121,4,40, United-States, <=50K
29, Private,69567, HS-grad,10, Never-married, Sales, Not-in-family, White, Male,25,8,28, United-States, <=50K
58, Federal-gov,223343, Some-college,9, Divorced, Prof-specialty, Husband, White, Female,6,-1,40, United-States, <=50K
34, Private,242343, Bachelors,6, Married-civ-spouse, Adm-clerical, Husband, White, Female,-123,2,49, United-States, >50K
19, Self-emp-not-inc,65058, Some-college,14, Never-married, Tech-support, Other-relative, White, Male,-71,5,40, United-States, <=50K
49, Private,345373, 1st-4th,9, Never-married, Transport-moving, Own-child, White, Male,-60,2820,40, United-States, <=50K
36, Private,207446, 9th,8, Married-AF-spouse, Prof-specialty, Other-relative, White, Female,-80,2,72, Hungary, <=50K
43, Private,326917, Some-college,10, Never-married, Farming-fishing, Husband, White, Female,63,1,18, United-States, <=50K
18, Private,48836, Some-college,7, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-19,7,21, Hungary, <=50K
32, Private,336541, Some-college,10, Never-married, Farming-fishing, Husband, White, Female,-71,5,57, United-States, <=50K
52, Private,165997, 10th,3, Separated, Farming-fishing, Own-child, White, Male,-82,2,48, United-States, >50K
19, Private,269667, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,-24,6,40, United-States, <=50K
21, Private,258655, Some-college,9, Divorced, Other-service, Husband, White, Male,64,-1,40, United-States, <=50K
54, State-gov,201936, Some-college,9, Married-civ-spouse, ?, Other-relative, White, Female,-135,2,49, Iran, <=50K
20, Private,118449, 7th-8th,2, Married-civ-spouse, Priv-house-serv, Husband, White, Male,38,2,37, United-States, >50K
32, Self-emp-inc,200494, HS-grad,8, Never-married, Exec-managerial, Own-child, Black, Male,15,3,3, Outlying-US(Guam-USVI-etc), <=50K
15, Private,213752, HS-grad,9, Divorced, Exec-managerial, Wife, White, Female,-79,8,34, United-States, <=50K
58, ?,263254, Some-college,14, Divorced, Other-service, Own-child, White, Male,-110,2554,32, United-States, <=50K
51, State-gov,211368, Some-college,14, Married-civ-spouse, Other-service, Not-in-family, Other, Male,36,-2,34, United-States, <=50K
34, Private,156749, Some-college,14, Never-married, Adm-clerical, Husband, Black, Male,53,-1,40, United-States, <=50K
37, ?,233421, HS-grad,9, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,-43,3,46, United-States, <=50K
50, Private,278145, HS-grad,14, Never-married, Sales, Husband, White, Male,-65,-3,40, United-States, <=50K
48, Local-gov,215577, HS-grad,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3704,-2,51, Nicaragua, <=50K
16, Self-emp-not-inc,158177, Some-college,13, Widowed, Prof-specialty, Husband, White, Male,20,-2,40, ?, >50K
29, Private,166673, HS-grad,10, Never-married, Adm-clerical, Own-child, White, Female,-28,2,40, United-States, <=50K
31, Private,208463, 11th,10, Never-married, Other-service, Not-in-family, Black, Female,-119,1956,51, Philippines, <=50K
41, Private,189412, Masters,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-43,6,16, Portugal, <=50K
29, Private,218721, 9th,16, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,-81,5,40, United-States, >50K
43, Private,67744, Some-college,14, Divorced, Other-service, Not-in-family, White, Female,-62,4,16, Mexico, <=50K
18, Private,235151, 1st-4th,15, Married-civ-spouse, Craft-repair, Husband, White, Female,7,1361,40, United-States, >50K
24, Private,274914, HS-grad,12, Divorced, Priv-house-serv, Unmarried, White, Female,123,1,34, United-States, <=50K
36, Private,199222, Bachelors,10, Married-civ-spouse, Tech-support, Not-in-family, White, Male,-2,5,40, United-States, <=50K
49, Private,272760, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,-25,5,40, United-States, <=50K
43, Private,230526, Some-college,9, Married-civ-spouse, Prof-specialty, Own-child, White, Female,-4,3,40, United-States, <=50K
43, Private,458106, Some-college,4, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,-25,1,40, United-States, <=50K
17, Private,227044, Assoc-acdm,10, Never-married, Adm-clerical, Unmarried, White, Male,-34,5,18, United-States, >50K
27, Private,123984, 7th-8th,9, Widowed, Prof-specialty, Own-child, Other, Female,-53,5,48, United-States, <=50K
16, Local-gov,337992, Bachelors,10, Married-civ-spouse, Exec-managerial, Own-child, White, Female,-53,8,50, United-States, <=50K
51, ?,354283, Bachelors,14, Never-married, ?, Own-child, White, Female,-123,0,40, United-States, <=50K
46, Local-gov,490871, Bachelors,14, Divorced, Adm-clerical, Unmarried, White, Female,-20,0,39, United-States, <=50K
34, Federal-gov,173543, Assoc-voc,6, Married-spouse-absent, Machine-op-inspct, Husband, White, Female,-109,1,40, United-States, >50K
39, Private,97911, Assoc-acdm,12, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,-73,-2,40, United-States, <=50K
33, Private,441938, HS-grad,10, Married-civ-spouse, Other-service, Wife, White, Male,-77,3,40, United-States, <=50K
35, Self-emp-not-inc,156926, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,-64,6,58, United-States, <=50K
31, Private,37047, 7th-8th,10, Never-married, Armed-Forces, Unmarried, White, Male,-27,5,40, United-States, <=50K
23, Private,77448, Doctorate,15, Married-civ-spouse, Tech-support, Husband, Black, Male,-124,-1,40, United-States, <=50K
35, Self-emp-inc,326944, Masters,9, Never-married, Prof-specialty, Own-child, White, Female,-93,3,40, United-States, <=50K
43, Private,76210, HS-grad,14, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,-108,-2,50, United-States, <=50K
40, Private,127712, Bachelors,11, Never-married, Farming-fishing, Other-relative, White, Male,-89,1,40, United-States, >50K
39, Private,247212, Some-college,10, Widowed, Transport-moving, Husband, White, Male,-17,2015,53, United-States, <=50K
55, Private,165012, HS-grad,13, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,29,3,49, United-States, <=50K
37, Private,211589, Bachelors,10, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,-46,2004,43, Laos, >50K
30, ?,223166, Masters,9, Married-civ-spouse, Sales, Husband, White, Male,-7,-3,50, United-States, <=50K
35, Private,55513, Some-college,17, Divorced, Other-service, Husband, Other, Male,-51,1956,40, United-States, <=50K
38, Private,116574, Bachelors,14, Divorced, Protective-serv, Not-in-family, White, Male,-72,4,50, United-States, <=50K
53, Private,266158, Bachelors,6, Never-married, Craft-repair, Unmarried, White, Male,14,5,32, United-States, <=50K
16, ?,30371, Prof-school,10, Never-married, Craft-repair, Unmarried, Black, Male,-101,1,50, Cambodia, >50K
24, Private,177099, 7th-8th,14, Married-spouse-absent, Sales, Own-child, Black, Female,84,8,40, United-States, <=50K
36, Private,316470, 11th,10, Divorced, Adm-clerical, Not-in-family, White, Female,-5,4,40, United-States, <=50K
49, Private,289915, HS-grad,14, Never-married, Machine-op-inspct, Husband, White, Male,2980,2298,43, Ireland, >50K
60, Self-emp-not-inc,200414, 1st-4th,13, Married-civ-spouse, Sales, Own-child, White, Male,-10,-1,57, Japan, <=50K
24, Private,63150, Bachelors,10, Never-married, Machine-op-inspct, Husband, Black, Male,-65,2,40, United-States, <=50K
34, Private,197264, Some-college,9, Never-married, Craft-repair, Husband, White, Female,-107,-1,40, United-States, >50K
42, Private,131406, HS-grad,9, Divorced, Sales, Not-in-family, Black, Female,-102,3,51, United-States, <=50K
24, Self-emp-inc,114552, 10th,14, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,6039,2,45, United-States, <=50K
24, Private,209522, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,22,4,40, United-States, >50K
47, Private,427904, Preschool,9, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,-112,1,40, United-States, <=50K
36, Federal-gov,290627, Masters,10, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,6730,-1,37, United-States, >50K
35, Private,226628, Bachelors,16, Never-married, Prof-specialty, Husband, White, Female,52,4,49, Japan, >50K
39, Private,100371, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-107,5,57, United-States, >50K
19, Private,265783, Some-college,16, Never-married, Handlers-cleaners, Other-relative, White, Female,-119,-3,28, United-States, <=50K
22, State-gov,184694, 7th-8th,11, Never-married, Other-service, Unmarried, White, Female,-23,6,35, United-States, <=50K
36, Private,380592, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-84,5,24, United-States, >50K
28, Never-worked,248391, Assoc-acdm,10, Never-married, Prof-specialty, Own-child, Black, Female,27,3,34, United-States, <=50K
35, Federal-gov,217857, 5th-6th,13, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,41,1,25, United-States, >50K
66, Private,175580, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Male,-92,2,61, United-States, >50K
18, Private,163686, Prof-school,13, Divorced, Prof-specialty, Own-child, White, Male,-38,-3,65, United-States, <=50K
39, ?,70360, Some-college,6, Divorced, Machine-op-inspct, Wife, White, Male,32,6,40, United-States, <=50K
21, Private,77200, Masters,11, Married-AF-spouse, Exec-managerial, Unmarried, White, Male,-38,4,46, Yugoslavia, >50K
34, Federal-gov,171030, HS-grad,10, Separated, Prof-specialty, Husband, Black, Female,-22,6,35, United-States, <=50K
19, Private,271549, Some-college,13, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,-35,7,40, United-States, <=50K
32, Federal-gov,159298, 5th-6th,9, Divorced, Other-service, Own-child, White, Female,-108,8,40, Mexico, <=50K
57, Private,176174, Masters,9, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,-89,5,46, United-States, <=50K
25, Private,160901, Assoc-acdm,10, Never-married, Exec-managerial, Unmarried, White, Female,-125,5,37, United-States, <=50K
43, State-gov,46749, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,-14,5,40, United-States, <=50K
42, Self-emp-not-inc,221681, HS-grad,14, Divorced, Handlers-cleaners, Not-in-family, White, Male,-95,0,47, Taiwan, <=50K
17, Private,162240, Some-college,9, Separated, Prof-specialty, Own-child, White, Male,91,1,40, United-States, <=50K
45, Local-gov,184284, Bachelors,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,-90,4,40, United-States, <=50K
29, Private,328058, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,96,3,40, United-States, <=50K
48, Private,250508, Prof-school,14, Divorced, Sales, Husband, White, Female,-60,4,47, United-States, <=50K
18, Private,139262, Bachelors,8, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,-67,1,33, United-States, <=50K
21, Private,293125, 10th,9, Never-married, Farming-fishing, Husband, White, Male,26,4,52, United-States, >50K
14, Federal-gov,206459, Some-college,5, Married-civ-spouse, Protective-serv, Unmarried, White, Male,-110,7,40, Laos, <=50K
40, Private,162647, Assoc-acdm,9, Never-married, Other-service, Husband, Black, Male,-123,-6,52, Iran, <=50K
23, Private,345098, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,15,1,40, United-States, <=50K
33, Private,239008, Some-college,13, Never-married, Adm-clerical, Husband, White, Female,100,1,40, ?, <=50K
